english,description,translation,status,translator_note,placeholders,entry_id,row_id,kind,previous_translation,source_locations,source_revision
Purge a chosen dreamsign and gain 50 essence,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_lmvgjrhrigzqnvtx4hlvqfi3hu,row1_alfywwtsb4mp6vjift55jfaodi,message,,data/exploration.ron:410:24,rev1_ee80f3fa6f8a5ef3e937eb6926dc82944569ef5871f34db7256033a387700f8f
Choose a Dreamsign to purge.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_ebu5evxfdx4dfbmr5hcxdbidze,row1_h6n6njfvfoyqzbc5km6dcc5hwi,message,,data/exploration.ron:411:40; data/exploration.ron:7184:40,rev1_b6bf72f4a620640739906d769c5f7273c086f78fa579f1d48ee5f810c4c1a2b7
"Three sealed figures press through billowing haze, opaque visors hidden beneath hoods.",Path: EncounterDefinition.prose,,missing,,,tx1_dq5eppyd2lzebu2hhhipaz4y6m,row1_kkzwpnjonahhwvwtkse7efdl4i,message,,data/exploration.ron:420:12,rev1_97601546e1beb26999ae60b776ce1aa02d07bf8f46ea0c90b7920c33e9a64e21
Learn their ways,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_z7j362gdpj4xiufnlg5p3cghna,row1_oki4t46kxpy4jw5krcnh2ahibe,message,,data/exploration.ron:425:16,rev1_3e7b4e7e2316162ddf37756c6618d8a8a6497972ec88c72e2354412ca100b41a
Change {deck_card} to become a Survivor,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,deck_card,tx1_7feroufhzibllptkcmxiwhxeoa,row1_gvhfwqpaexk7zw22j46l7dfvcm,message,,data/exploration.ron:428:24; data/exploration.ron:7809:24,rev1_33559afd276f5d8355c91642af625d112ae41a88128caa8233c7dce7ee6b550c
Recruit an Ally,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_t7rv3lmhzngihfbvjjwh4ifwiq,row1_2ycvg2joemt2eykveuaywjvzs4,message,,data/exploration.ron:447:16,rev1_22911ca2bf4f867f3439bc00d676e01f07c15579fd674810fe147e14ac4359bf
Gain a random Survivor card,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_pbbfrxcn2vbtte4ftaiszghtse,row1_j73ggfmufvwzy4oe54elrlujwy,message,,data/exploration.ron:450:24,rev1_3e38ba6381fb7f7cb9bd9fc565ca3fa5b5db0ca16756d521edc7783176a1f1da
Luminous seams thread a heavy thorax; articulated legs fold above a branch beneath spread wings.,Path: EncounterDefinition.prose,,missing,,,tx1_f2djzdg5q6rd4jshgdrg7tsk6e,row1_rrcut3koocsmgjaayqvo3oi5ye,message,,data/exploration.ron:460:12,rev1_fc542e2fddf2f4fe10820104f8baf368e9780a2fc38a62140310b106152f4998
Copy the linked armor pattern,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_nqizmorczhilybdpzvytb33p34,row1_7g6qjrtv6qp2eae6qvoazjxzrm,message,,data/exploration.ron:465:16,rev1_b160d1f78825287f8a2f8ff2f832bb8bc186aad306c39ac22a78bc06920c0a0e
Gain 2 copies of {deck_card},Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,deck_card,tx1_nq66mvfzw3ml5gtty4mxe53eei,row1_5sjeuwvxz7l7ic5xki7glszu2i,message,,data/exploration.ron:468:24,rev1_17867619fac907faf5d0cef1e67838a6af4854b0097d9a6d698aa66615b4175e
Choose a card to gain {count} copies of.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,count,tx1_kd3cwmfrsm37brxeuekpe6ywvq,row1_7azt2zws3bdxgmnqpdpbp6zwx4,message,,data/exploration.ron:473:23; data/exploration.ron:780:23,rev1_2c6685663734787ca9501898f1c3e462f97871473bae78d7682ead26dc210670
Compare the repeating plates,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_oksdgq636gk55riqb4ztdi2orm,row1_7pqgka2oopd6pixdn7bjiomcyy,message,,data/exploration.ron:483:16,rev1_46eca93f60f00d0792f958eba140a5c036bf6ece87f7bd2b0548ec543d4bc544
Draw 4 cards from your deck and choose one to gain a copy of.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_ow7a6i5i6r4ujkj5jtezabhcpi,row1_2eoc7by4u5ulads7pvuwuufffy,message,,data/exploration.ron:486:24; data/exploration.ron:1213:24; data/exploration.ron:1399:24; data/exploration.ron:1517:24; data/exploration.ron:1535:24; data/exploration.ron:2470:24; data/exploration.ron:2526:24; data/exploration.ron:2562:24; data/exploration.ron:2714:24; data/exploration.ron:3044:24; data/exploration.ron:4073:24; data/exploration.ron:4528:24; data/exploration.ron:4780:24; data/exploration.ron:4872:24; data/exploration.ron:4888:24; data/exploration.ron:5138:24; data/exploration.ron:5250:24; data/exploration.ron:5336:24; data/exploration.ron:5721:24; data/exploration.ron:6219:24; data/exploration.ron:6399:24; data/exploration.ron:7201:24; data/exploration.ron:7257:24; data/exploration.ron:7285:24; data/exploration.ron:7577:24; data/exploration.ron:8732:24; data/exploration.ron:9022:24; data/exploration.ron:9112:24; data/exploration.ron:9252:24; data/exploration.ron:9786:24; data/exploration.ron:9816:24; data/exploration.ron:11464:24; data/exploration.ron:11661:24; data/exploration.ron:11951:24; data/exploration.ron:12009:24; data/exploration.ron:12408:24; data/exploration.ron:12515:24; data/exploration.ron:12919:24; data/exploration.ron:13337:24; data/exploration.ron:13861:24; data/exploration.ron:14544:24,rev1_db383d236199289567c60cefcc554d6a323a74db37e522c81b7909ce2f3efce8
Choose one offered card to copy.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_txadyohrzrfba3car4w75egkga,row1_bglarqg2xgtnc6jept4gng3j5e,message,,data/exploration.ron:487:40; data/exploration.ron:1214:40; data/exploration.ron:1518:40; data/exploration.ron:4781:40; data/exploration.ron:4873:40; data/exploration.ron:4889:40; data/exploration.ron:5337:40; data/exploration.ron:6400:40; data/exploration.ron:7202:40; data/exploration.ron:7286:40; data/exploration.ron:9113:40; data/exploration.ron:9817:40; data/exploration.ron:11465:40; data/exploration.ron:12920:40,rev1_4a611e84dea3ee7606b10cfb171ae83c7c9703d3dc9d852f015a3ecd197d1e84
"A skeletal giant reaches across water, its shape repeating in broken reflections.",Path: EncounterDefinition.prose,,missing,,,tx1_uzhqd3jyh6esyagksm2ruspu2q,row1_ebrlpzsx7bvulcpuwkh265t4x4,message,,data/exploration.ron:496:12,rev1_9a245de53ca9acae6d621c1544fbaff009950946e8e0f6d2d53365d930bec7a1
Study the bare crown,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_w6euht4rensykrcd4b3vvfez4m,row1_vgkmwjt3mjlmacccwa5sifih5a,message,,data/exploration.ron:499:16,rev1_3d340b04ed844edce70bd170fb461deb0add06c7b004bb81f974c7578bf7e66b
Gain Mortal Skull,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_fxr6sqsnfzrj4ypybmohrq73nq,row1_kw3dinm2f2z6cdkdwrginjf3qi,message,,data/exploration.ron:502:24; data/exploration.ron:1481:24,rev1_a97b250017a2955ce2731af73c34d18028bf7a831618a4ae300beb6ec001bc21
Feed the Reaching Giant,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_dkmdojpi46ajahcrrpz4hppysa,row1_ev4so5vjj73q6rzvszvdmk7ro4,message,,data/exploration.ron:509:16,rev1_8707714e502d7d4ad5985c19d99bb6b73b1f1e7c21b0a03ec7f2267f7e4257e1
Purge a random Character card and replace it with {fixed_card},Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,fixed_card,tx1_lzkg22dcqmin3ydlpygze4adfq,row1_v57jz3xyghk7li5i6bfqyaxdyq,message,,data/exploration.ron:512:24,rev1_8ddd3d6f80e6862c3a2031761331b8ddb5e96aefa93d843e77106152d87d60a5
"A luminous jellyfish glides among stars, its flowing tendrils brightly lit.",Path: EncounterDefinition.prose,,missing,,,tx1_jsnqd4pzes22drwx26ubho4mhu,row1_u4dj4j752i5fwpe6ccwqwmghum,message,,data/exploration.ron:528:12,rev1_99a247b4a77fd77c54a8f1eb21cb42a5f2d7f912cc843ba849f3ffe152d1d693
Study its measured pulse,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_ejmphzienid2v6o7dnm7wkcfdu,row1_jeskjraj4ozlzfodqo2rgimvmq,message,,data/exploration.ron:531:16,rev1_f88294596222f0d10971379930b46686e81ff51bdeed33db2755282de2273ef8
Draw 2 additional cards at the start of your next battle,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_wpn4gfs3nnx7nhqdlhub6bpplu,row1_dd2bhft3macb7avlbyxtjf4i6i,message,,data/exploration.ron:534:24; data/exploration.ron:946:24; data/exploration.ron:1071:24; data/exploration.ron:2024:24; data/exploration.ron:2160:24; data/exploration.ron:2277:24; data/exploration.ron:2594:24; data/exploration.ron:3166:24; data/exploration.ron:3278:24; data/exploration.ron:3599:24; data/exploration.ron:3770:24; data/exploration.ron:4113:24; data/exploration.ron:4301:24; data/exploration.ron:4510:24; data/exploration.ron:4538:24; data/exploration.ron:4636:24; data/exploration.ron:4732:24; data/exploration.ron:4944:24; data/exploration.ron:5096:24; data/exploration.ron:5418:24; data/exploration.ron:5526:24; data/exploration.ron:5665:24; data/exploration.ron:5703:24; data/exploration.ron:5749:24; data/exploration.ron:5845:24; data/exploration.ron:5861:24; data/exploration.ron:6261:24; data/exploration.ron:6489:24; data/exploration.ron:6549:24; data/exploration.ron:6577:24; data/exploration.ron:6904:24; data/exploration.ron:6986:24; data/exploration.ron:8020:24; data/exploration.ron:8184:24; data/exploration.ron:8210:24; data/exploration.ron:8384:24; data/exploration.ron:8480:24; data/exploration.ron:8506:24; data/exploration.ron:8524:24; data/exploration.ron:8842:24; data/exploration.ron:9290:24; data/exploration.ron:9318:24; data/exploration.ron:9400:24; data/exploration.ron:9668:24; data/exploration.ron:10164:24; data/exploration.ron:10649:24; data/exploration.ron:10689:24; data/exploration.ron:11289:24; data/exploration.ron:11407:24; data/exploration.ron:11607:24; data/exploration.ron:11979:24; data/exploration.ron:12959:24; data/exploration.ron:13021:24; data/exploration.ron:13309:24; data/exploration.ron:13435:24; data/exploration.ron:13542:24; data/exploration.ron:13620:24; data/exploration.ron:13980:24; data/exploration.ron:14034:24; data/exploration.ron:14181:24; data/exploration.ron:14223:24; data/exploration.ron:14355:24; data/exploration.ron:14746:24; data/exploration.ron:14764:24; data/exploration.ron:14818:24; data/exploration.ron:14913:24,rev1_791d56ff7a2e9105689e2a739e0331fff40b346c9413e18d7de2619b7ed23c67
Follow its radiant wake,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_pzaiihckqegh5ol77bivpnsoge,row1_42i63witrnqftybncjhno7cdqq,message,,data/exploration.ron:541:16,rev1_f4707f93c64994ca49db513f5b38248aff8aadf57a340f65f05241e6f6af7d37
Gain 2 additional energy at the start of your next battle,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_erfm4ze7il3apiff4m5kjqzqza,row1_fvx5lhjbf6sprqzlyxnkbjglfq,message,,data/exploration.ron:544:24; data/exploration.ron:799:24; data/exploration.ron:825:24; data/exploration.ron:956:24; data/exploration.ron:1326:24; data/exploration.ron:1355:24; data/exploration.ron:1435:24; data/exploration.ron:1713:24; data/exploration.ron:1853:24; data/exploration.ron:2106:24; data/exploration.ron:2682:24; data/exploration.ron:2762:24; data/exploration.ron:2855:24; data/exploration.ron:2916:24; data/exploration.ron:3136:24; data/exploration.ron:3424:24; data/exploration.ron:3627:24; data/exploration.ron:3740:24; data/exploration.ron:3788:24; data/exploration.ron:4229:24; data/exploration.ron:4916:24; data/exploration.ron:4954:24; data/exploration.ron:5008:24; data/exploration.ron:5036:24; data/exploration.ron:5068:24; data/exploration.ron:5374:24; data/exploration.ron:5536:24; data/exploration.ron:5787:24; data/exploration.ron:6153:24; data/exploration.ron:6301:24; data/exploration.ron:6319:24; data/exploration.ron:6531:24; data/exploration.ron:6663:24; data/exploration.ron:7043:24; data/exploration.ron:7061:24; data/exploration.ron:7387:24; data/exploration.ron:7521:24; data/exploration.ron:7689:24; data/exploration.ron:7781:24; data/exploration.ron:7844:24; data/exploration.ron:7961:24; data/exploration.ron:8168:24; data/exploration.ron:8194:24; data/exploration.ron:8626:24; data/exploration.ron:8658:24; data/exploration.ron:8742:24; data/exploration.ron:9050:24; data/exploration.ron:9170:24; data/exploration.ron:9336:24; data/exploration.ron:9508:24; data/exploration.ron:9640:24; data/exploration.ron:9768:24; data/exploration.ron:10118:24; data/exploration.ron:10367:24; data/exploration.ron:10776:24; data/exploration.ron:11213:24; data/exploration.ron:11417:24; data/exploration.ron:11561:24; data/exploration.ron:11589:24; data/exploration.ron:11689:24; data/exploration.ron:12191:24; data/exploration.ron:12690:24; data/exploration.ron:13103:24; data/exploration.ron:13676:24; data/exploration.ron:14774:24; data/exploration.ron:14802:24,rev1_deac9dfcf2ccf83d8a232344a30d396955353ce65662b35dd9c5679036d7722c
A lone astronaut stands rigid where luminous steps meet a vast black aperture.,Path: EncounterDefinition.prose,,missing,,,tx1_iqfdxnxyrmpoesecgsa3g3qtn4,row1_tizab56htq534qfp3rvy7ndmz4,message,,data/exploration.ron:554:12,rev1_0e28342a80c7f93771540c7ec3aa7eb1d3d02285be60913b049a73cec790ce68
Follow the astronaut,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_sn3ehhhuywknmjxihvjnfhyseq,row1_z6itpcpp7hdx7a6nzzflp544hq,message,,data/exploration.ron:557:16,rev1_fec876d7a261c76f9250583f2fc2c9e283ffd9987af4c450fcf853de8f349a38
Pick a new Dream Avatar from 3 choices,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_r3pvdlnbhkcih3odywbw4qax2y,row1_vwa4kqpiaofnllhrbmo4i22ree,message,,data/exploration.ron:560:24; data/exploration.ron:3830:24; data/exploration.ron:9224:24; data/exploration.ron:14337:24,rev1_64d6e378d3636925fe5f42c592e3bc1823d40dbfa99ea4ce911c50feee411f56
Choose your new Dream Avatar.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_7jpmwll74eueg4lhfuffcimwny,row1_lgusl2lcdrdoyqxqhyahyeoxbm,message,,data/exploration.ron:561:40,rev1_339946ab930937d726527f20526b0bae0f219f217e64b08d2f6148b4b3a90461
Enter the aperture alone,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_qmtclyamseudmwo3jjrw2gtzxm,row1_6f3wgqknnie5pmncsq2uere3se,message,,data/exploration.ron:567:16,rev1_3b851cbf9d671e517cd7c953d4c3de2f5ee20fd751f89570862331f4a5175a92
Purge all copies of every duplicated card from your deck. Every card remaining in your deck gains reclaim.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_2c2jocmgf7rzqvii22vonnemjq,row1_pzl3amp5ks32v2xdhyvkgqfcce,message,,data/exploration.ron:570:24; data/exploration.ron:1201:24; data/exploration.ron:1296:24; data/exploration.ron:1905:24; data/exploration.ron:1994:24; data/exploration.ron:2237:24; data/exploration.ron:2331:24; data/exploration.ron:2375:24; data/exploration.ron:2440:24; data/exploration.ron:2480:24; data/exploration.ron:3294:24; data/exploration.ron:3334:24; data/exploration.ron:3380:24; data/exploration.ron:3481:24; data/exploration.ron:3513:24; data/exploration.ron:3655:24; data/exploration.ron:3712:24; data/exploration.ron:3758:24; data/exploration.ron:3798:24; data/exploration.ron:4187:24; data/exploration.ron:4367:24; data/exploration.ron:5947:24; data/exploration.ron:6645:24; data/exploration.ron:6731:24; data/exploration.ron:7143:24; data/exploration.ron:7327:24; data/exploration.ron:7405:24; data/exploration.ron:7491:24; data/exploration.ron:7743:24; data/exploration.ron:7890:24; data/exploration.ron:8310:24; data/exploration.ron:9188:24; data/exploration.ron:9728:24; data/exploration.ron:9796:24; data/exploration.ron:9992:24; data/exploration.ron:10475:24; data/exploration.ron:10508:24; data/exploration.ron:10794:24; data/exploration.ron:11115:24; data/exploration.ron:11343:24; data/exploration.ron:11785:24; data/exploration.ron:11815:24; data/exploration.ron:12113:24; data/exploration.ron:12143:24; data/exploration.ron:12263:24; data/exploration.ron:12551:24; data/exploration.ron:12875:24; data/exploration.ron:13347:24; data/exploration.ron:13524:24; data/exploration.ron:13823:24; data/exploration.ron:14279:24; data/exploration.ron:14365:24; data/exploration.ron:14483:24; data/exploration.ron:14734:24,rev1_23c9758b07086c09b6914f196877170e99d956104cdae3506db8776db28a9aba
"A colossal eagle beats broad wings through canyon haze, dark feathers edged with glare.",Path: EncounterDefinition.prose,,missing,,,tx1_qtclpnbh32fyapwwp4jmajtyge,row1_5se7wfura2glvz4ipijuzhlcxa,message,,data/exploration.ron:582:12,rev1_758eb575541754864c88099eaa2de5e784496d67cca14a51921f145cb597cea6
Echo its wingbeats,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_q3sovzqeyoye55ae5nfkiro64y,row1_gozyxiy5nvem45wkxz2k5zzg3m,message,,data/exploration.ron:587:16,rev1_3d8b260b8c6f0785eb24673af6563f9b38afbc8d1815a620553fc9f1c131989b
Gain 3 copies of {offered_card},Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,offered_card,tx1_xkhow2za6fqq5aezoedx2h43o4,row1_yy57x5jrvty4vm6wmffitcxkpu,message,,data/exploration.ron:590:24,rev1_8efbe414504cffcb9c840af5f57cad1b220f94e0c5a316f984641089eac6996d
Join its flight,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_kn4nly5bcz54aswtutnipsmssq,row1_3m54hb5e2aid4xwgmf3gp4psp4,message,,data/exploration.ron:600:16,rev1_98a38e4e1bb21e3ea2f97365ca8f7ffc9fba965d6ac76b1fa29540a2132d1814
Take any number of Spirit Animal cards from 4 choices,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_igvk2lz4ncugpdmkon3w4lgjym,row1_hoyogo3q4uhhb5dvep32bptdfe,message,,data/exploration.ron:603:24; data/exploration.ron:1425:24; data/exploration.ron:8616:24,rev1_afa65a9fc133371e83a2d8fc58db70fb0166a835284a0761665ba4fd1bd6be2c
Choose any number of offered cards.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_rpuadgm7s23m2y3ayjjjis66ou,row1_ppycm3z3z33w2ahg6d5aqddasy,message,,data/exploration.ron:604:40; data/exploration.ron:630:40; data/exploration.ron:646:40; data/exploration.ron:688:40; data/exploration.ron:1426:40; data/exploration.ron:1619:40; data/exploration.ron:1772:40; data/exploration.ron:3441:40; data/exploration.ron:3590:40; data/exploration.ron:6292:40; data/exploration.ron:9471:40; data/exploration.ron:11523:23,rev1_714c1fbdb41d9d6adda45709495bac22621616249ce69b4ed12630f5f74f6b9c
"A lone fisher casts a slender line across misty, light-speckled water.",Path: EncounterDefinition.prose,,missing,,,tx1_dfre3i2uvmdr2bo2mdsnc6qrs4,row1_fpnvhvitp3i4mt3pkthz2ieary,message,,data/exploration.ron:613:12,rev1_c166ef5b409e3c1c3da0b380e27f077f2ca3c836f9cb6d0d30198c916a84d790
Haul his line,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_trixbvljvmcrxn27f4nbnaarui,row1_k6kyf6s6bn2bccxhbwhef37xya,message,,data/exploration.ron:616:16,rev1_a28c9ec119a7fa64c7d8bc6d8f451433678802eab2568b7fc996b25d583307a6
Draft a ≤2● cost Character from 4 choices and gain 2 copies of it,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_lmpg67qvcn4yth6dnqm6rbubdu,row1_djay5sco6r3zqofnodo76gznbm,message,,data/exploration.ron:619:24; data/exploration.ron:2422:24; data/exploration.ron:9740:24; data/exploration.ron:10317:24; data/exploration.ron:10574:24; data/exploration.ron:10590:24; data/exploration.ron:12541:24; data/exploration.ron:13636:24,rev1_71ebdbda7af8cd77cd2d58a6ab1b55707dee085865fc9ecf9a61321dff3edb91
